FIPS,vaccgivenpercaptia,Hesitancy,dosewastedpercapita,vacc_complete,Census2019,vaccnum,UrbRur,demrep,demv,repv,mystate
46023,1.847503229,0.14,0,96.6,9292,5768,6,Republican,1177,2552,SD
46025,1.432012848,0.1,0,96.6,3736,1965,6,Republican,437,1373,SD
46027,2.052878465,0.1,0.679246624,96.6,14070,10021,5,Democrate,3083,2456,SD
46029,1.627048449,0.1,0.4828448,96.6,28009,16179,5,Republican,3837,8958,SD
46031,1.539158101,0.14,0,96.6,4086,2440,6,Republican,622,647,SD
46035,1.874184576,0.1,0.475954488,96.6,19775,13045,5,Republican,2648,5613,SD
46037,2.011430678,0,0,96.6,5424,3781,6,Republican,1052,1869,SD
46039,1.326591588,0.1,0,96.6,4351,2102,6,Republican,609,1699,SD
46041,2.247454175,0.11,0,96.6,5892,4843,6,Democrate,1131,790,SD
46043,1.550838754,0.1,0,96.6,2921,1631,6,Republican,216,1468,SD
46045,1.396186994,0.1,0,96.6,3829,1834,5,Republican,417,1538,SD
46047,1.663190824,0,0,96.6,6713,4299,6,Republican,1053,2878,SD
46049,1.604175729,0.1,0,96.6,2299,1305,6,Republican,198,964,SD
46051,1.504963131,0.1,0,96.6,7052,3693,6,Republican,1056,2618,SD
46053,1.502031063,0.14,0,96.6,4185,2207,6,Republican,455,1771,SD
46055,1.12164297,0.14,0,96.6,1899,823,6,Republican,105,1026,SD
46057,1.354477612,0.1,0,96.6,6164,2990,6,Republican,647,2372,SD
46059,1.430586023,0,0,96.6,3191,1597,6,Republican,373,1433,SD
46061,1.287865624,0,0,96.6,3453,1575,5,Republican,557,1793,SD
46063,0.514637904,0,0,96.6,1298,253,6,Republican,49,748,SD
46065,2.144927536,0.14,0.310395983,96.6,17526,13231,5,Republican,2953,5522,SD
46067,1.593059937,0.07,0,96.6,7291,4047,6,Republican,762,2944,SD
46069,1.64027671,0,0,96.6,1301,735,6,Republican,136,564,SD
46071,1.523325359,0,0,96.6,3344,1933,6,Republican,359,738,SD
46073,1.550422255,0,0,96.6,2013,1079,6,Republican,270,721,SD
46075,2.235880399,0,0,96.6,903,720,6,Republican,90,498,SD
46077,2.096375785,0.1,0,96.6,4939,3513,6,Republican,819,1904,SD
46079,1.479174807,0.1,0,96.6,12797,6760,6,Republican,2068,3681,SD
46081,1.653188361,0.1,0,96.6,25844,15815,5,Republican,4537,8753,SD
46083,1.816794268,0.1,0.66310038,96.6,61128,38678,4,Republican,11981,19617,SD
46085,1.903200212,0,0,96.6,3781,2611,6,Republican,525,1042,SD
46087,1.707303974,0.1,0,96.6,5586,3342,4,Republican,769,2068,SD
46089,1.255989912,0,0,96.6,2379,979,6,Republican,222,1075,SD
46091,1.6,0.1,0,96.6,4935,2695,6,Republican,858,1287,SD
46093,1.503882536,0.1,0.673302273,96.6,28332,16054,4,Republican,3285,9875,SD
46095,1.105288695,0.14,0,96.6,2061,834,6,Republican,298,449,SD
46097,1.615072202,0.1,0,96.6,2216,1243,6,Republican,320,787,SD
46099,2.036472087,0.1,0.246895938,96.6,193134,137343,4,Republican,40482,49249,SD
46101,1.505930657,0.1,0,96.6,6576,3432,6,Republican,1179,1951,SD
46105,0.883420593,0.12,0,96.6,2865,925,6,Republican,239,1401,SD
46107,1.771946122,0.1,0,96.6,2153,1335,6,Republican,227,1139,SD
46109,2.212526458,0,0,96.6,10394,8324,6,Republican,1828,2404,SD
46111,1.665955631,0,0,96.6,2344,1347,6,Republican,257,905,SD
46115,1.53293601,0,0,96.6,6376,3448,6,Republican,998,2104,SD
46117,1.74564235,0.14,0.304712718,96.6,3098,1925,5,Republican,421,1203,SD
46119,1.291157441,0,0,96.6,1391,643,5,Republican,185,726,SD
46121,2.305492778,0.14,0,96.6,10177,7913,6,Democrate,1963,532,SD
46123,1.324572689,0,0,96.6,5441,2533,6,Republican,495,2161,SD
46125,1.581583969,0.1,0,96.6,8384,4663,4,Republican,1139,3290,SD
46127,1.512867186,0.1,0,96.6,15932,8764,4,Republican,2725,5944,SD
46129,1.407175713,0,0,96.6,5435,2808,6,Republican,565,1966,SD
46135,1.976680985,0.1,0.549224161,96.6,22814,15518,5,Republican,4016,6581,SD
46137,1.043541364,0,0,96.6,2756,1045,6,Democrate,481,404,SD
47001,1.599366053,0.14,1.124165346,97.7,76978,43998,3,Republican,11741,23184,TN
47003,1.183573713,0.13,0.969404381,97.7,49713,22101,5,Republican,4453,14354,TN
47005,1.277351485,0.14,0.408787129,97.7,16160,7357,6,Republican,1529,5668,TN
47007,1.030138078,0.15,2.13409453,97.7,15064,5694,6,Republican,971,4725,TN
47009,1.484852128,0.13,0.49821171,97.7,133088,71308,3,Republican,17932,47369,TN
47011,1.15602627,0.14,0.344963463,97.7,108110,46362,4,Republican,9851,35204,TN
47013,1.215099644,0.15,0.5467848,97.7,39842,17935,3,Republican,2441,12331,TN
47015,0.89535359,0.15,2.232047963,97.7,14678,4857,2,Republican,1261,5190,TN
47017,1.373068751,0.14,1.198797133,97.7,27767,13906,6,Republican,2559,9205,TN
47019,1.125356883,0.14,1.553918178,97.7,56391,23395,4,Republican,4529,19584,TN
47021,1.639855411,0.14,1.234145622,97.7,40667,24622,2,Republican,5514,14438,TN
47023,0.98196219,0.13,0.49991328,97.7,17297,6354,4,Republican,1412,5952,TN
47025,1.278700835,0.15,0.500797897,97.7,31959,15198,6,Republican,2202,10604,TN
47027,0.846881156,0.13,0.448063033,97.7,7615,2323,6,Republican,735,2733,TN
47029,1.399483391,0.15,0.661065437,97.7,36004,18484,5,Republican,2533,12162,TN
47031,1.299115357,0.14,0.069709837,97.7,56520,26789,5,Republican,5705,17883,TN
47033,1.323612087,0.14,1.058678848,97.7,14230,7079,4,Republican,1382,4673,TN
47035,1.381014541,0.14,0.564623265,97.7,60520,29168,5,Republican,6728,25168,TN
47037,1.855287952,0.11,0.505138703,97.7,694144,467501,1,Democrate,199703,100218,TN
47039,1.06747835,0.15,0.342621967,97.7,11663,4547,6,Republican,904,4229,TN
47041,1.165007321,0.15,0.037920937,97.7,20490,8692,6,Republican,1750,6672,TN
47043,1.347371543,0.14,0.336638986,97.7,53948,26926,2,Republican,6106,17643,TN
47045,1.100406362,0.14,0.395651121,97.7,37159,15459,5,Republican,3158,11768,TN
47047,1.608732648,0.13,1.021077967,97.7,41133,24119,2,Republican,7027,15690,TN
47049,0.932084436,0.14,0.499271176,97.7,18523,6441,6,Republican,1214,7441,TN
47051,1.187026156,0.14,0.378222138,97.7,42208,17970,5,Republican,4864,13987,TN
47053,1.265829483,0.14,0.305904382,97.7,49133,22968,6,Republican,5771,16259,TN
47055,1.111356231,0.15,0.713514798,97.7,29464,11915,6,Republican,3298,9784,TN
47057,1.354674099,0.15,0.305188679,97.7,23320,11684,3,Republican,1467,8565,TN
47059,1.283281935,0.14,0.498168498,97.7,69069,32626,5,Republican,5199,22259,TN
47061,0.835257317,0.15,0.140239815,97.7,13427,4207,6,Republican,988,4802,TN
47063,1.178950935,0.15,0.448624757,97.7,64934,28361,4,Republican,5500,18811,TN
47065,1.617706713,0.11,0.378872987,97.7,367804,213592,3,Republican,75522,92108,TN
47067,0.873111782,0,0,97.7,6620,2195,6,Republican,362,2372,TN
47069,1.271896208,0.15,0.362355289,97.7,25050,12068,6,Republican,4180,5760,TN
47071,1.123966942,0.15,0.716006549,97.7,25652,10678,6,Republican,1775,9559,TN
47073,1.213520938,0.14,0.652449547,97.7,56786,25859,3,Republican,4083,20405,TN
47075,1.457004161,0.15,1.294960703,97.7,17304,9353,6,Democrate,4012,3343,TN
47077,1.132446563,0.15,0.339901127,97.7,28117,11846,6,Republican,2092,9797,TN
47079,1.366300819,0.14,0.458339774,97.7,32345,15803,5,Republican,3548,11239,TN
47081,1.175073477,0.14,0.521169275,97.7,25178,10939,2,Republican,2130,7577,TN
47083,1.187416169,0.14,1.305816364,97.7,8201,3642,6,Republican,871,2718,TN
47085,1.111936282,0,0,97.7,18582,7848,6,Republican,2017,6120,TN
47087,0.980400475,0.13,2.942643815,97.7,11786,4228,5,Republican,1135,4118,TN
47089,1.40060556,0.14,0.375575741,97.7,54495,27952,4,Republican,4654,18651,TN
47091,1.063244884,0,0,97.7,17788,6815,6,Republican,1246,6468,TN
47093,1.702738389,0.12,0.407413786,97.7,470313,289740,3,Republican,91422,124540,TN
47095,0.928306727,0.14,27.69056442,97.7,7016,2534,6,Republican,526,1492,TN
47097,1.012015761,0,0,97.7,25633,9872,6,Republican,3193,5674,TN
47099,1.016107109,0.15,0.018576412,97.7,44142,16617,5,Republican,3195,15334,TN
47101,0.978154548,0.15,0.329638083,97.7,12268,4453,6,Republican,1072,4474,TN
47103,1.137723331,0,0,97.7,34366,14479,6,Republican,2919,12281,TN
47105,1.845287416,0.13,0.250591847,97.7,54068,35289,3,Republican,6948,21713,TN
47107,1.114808343,0.14,0.779027401,97.7,53794,22083,5,Republican,4361,18198,TN
47109,1.291196388,0.15,0.495563166,97.7,25694,12533,6,Republican,1943,9093,TN
47111,0.895049183,0.15,0.615519063,97.7,24602,8293,2,Republican,1307,8096,TN
47113,1.518309112,0,0,97.7,97984,54598,4,Republican,18390,23943,TN
47115,1.298820355,0.15,0.389697997,97.7,28907,13654,3,Republican,3177,9911,TN
47117,1.19136,0.13,0.888989091,97.7,34375,15033,5,Republican,3605,11043,TN
47119,1.778050982,0,0,97.7,96387,63602,2,Republican,14418,31464,TN
47121,1.912493962,0,0,97.7,12422,8637,6,Republican,1008,4467,TN
47123,1.205070362,0.13,0.037512085,97.7,46545,20616,6,Republican,3764,16783,TN
47125,1.626757834,0.13,0.224753939,97.7,208993,128808,3,Republican,32472,42187,TN
47127,0.622996301,0,0,97.7,6488,1452,5,Republican,573,2888,TN
47129,1.402607111,0.15,0.730691959,97.7,21403,11282,3,Republican,1167,6930,TN
47131,1.142871396,0.14,0.444643986,97.7,30069,13016,5,Republican,2589,10790,TN
47133,0.995638685,0.13,0.149543636,97.7,22241,8057,5,Republican,2033,7918,TN
47135,1.147969292,0,0,97.7,8076,3379,6,Republican,615,2775,TN
47137,1.265649762,0,0,97.7,5048,2320,6,Republican,525,2381,TN
47139,1.145556084,0.14,0.474988118,97.7,16832,7107,4,Republican,1492,6792,TN
47141,1.411352732,0,0,97.7,80245,41856,5,Republican,9185,23759,TN
47143,1.193264389,0,0,97.7,33167,14601,5,Republican,2369,11050,TN
47145,1.248117343,0.13,0.082499719,97.7,53382,24167,3,Republican,6043,19230,TN
47147,1.437580939,0.14,0.401640372,97.7,71813,38527,2,Republican,8692,24536,TN
47149,1.485402591,0.12,0.349711844,97.7,332285,185574,2,Republican,59341,81480,TN
47151,0.979110024,0.15,0.483686786,97.7,22068,8277,6,Republican,986,8004,TN
47153,0.986024225,0,0,97.7,15026,5335,3,Republican,1298,5855,TN
47155,1.391450382,0.14,0.275358779,97.7,98250,50559,5,Republican,8721,33783,TN
47157,1.574460661,0.12,0.269218047,97.7,937166,537774,1,Democrate,246105,129815,TN
47159,0.912635809,0.15,1.304360768,97.7,20157,6827,2,Republican,1802,7136,TN
47161,1.231862924,0.13,0.189427634,97.7,13715,6237,6,Republican,1232,4950,TN
47163,1.585526814,0.13,0.335482608,97.7,158348,91769,3,Republican,17272,55860,TN
47165,1.360256792,0.12,0.284264676,97.7,191283,95058,2,Republican,27680,63454,TN
47167,1.090910567,0.13,0.116527866,97.7,61599,25597,2,Republican,6837,20070,TN
47169,0.989542715,0,0,97.7,11284,4236,2,Republican,1012,2936,TN
47171,1.522283733,0.14,0.647766035,97.7,17883,9897,4,Republican,1615,6599,TN
47173,0.973312638,0,0,97.7,19972,7116,3,Republican,1249,6803,TN
47175,1.639134877,0.14,0.351839237,97.7,5872,3492,6,Republican,544,2342,TN
47177,1.148363495,0,0,97.7,41277,17482,5,Republican,3924,11850,TN
47179,1.689708213,0,0,97.7,129375,79451,4,Republican,18638,40444,TN
47181,1.113956696,0.15,0.223295148,97.7,16673,6953,6,Republican,820,5795,TN
47183,1.064780365,0.14,0.13475156,97.7,33328,13102,5,Republican,3020,10396,TN
47185,1.185591516,0,0,97.7,27345,11837,6,Republican,2143,9606,TN
47187,1.899199705,0.09,0.143809875,97.7,238412,161959,2,Republican,50161,86469,TN
47189,1.490795468,0,0,97.7,144657,79350,2,Republican,22254,50296,TN
48001,1.048133714,0.14,0.255442972,98.9,57735,23091,5,Republican,3955,15110,TX
48003,1.139641807,0.12,0.296979417,98.9,18705,8388,5,Republican,850,4943,TX
48005,1.245009514,0.13,0.375771205,98.9,86715,41009,5,Republican,9143,25076,TX
48007,1.558911102,0.12,0.451552531,98.9,23510,13458,3,Republican,2916,9239,TX
48009,1.544253478,0.13,3.088857711,98.9,8553,5056,4,Republican,446,4300,TX
48011,1.067832538,0.12,1.859565448,98.9,1887,756,3,Republican,75,1035,TX
48013,1.367994057,0.11,0.308642699,98.9,51153,26983,2,Republican,5876,12039,TX
48015,1.24923415,0.11,0.550246404,98.9,30032,14293,2,Republican,2951,11447,TX
48017,0.991428571,0.11,0.768,98.9,7000,2703,6,Republican,409,1434,TX
48019,1.409657321,0.11,0.178997923,98.9,23112,11846,2,Republican,2505,10057,TX
48021,1.56128625,0.12,0.563878588,98.9,88723,51807,2,Republican,15474,20516,TX
48023,1.029923055,0.13,0.39954403,98.9,3509,1442,6,Republican,183,1494,TX
48025,1.35854445,0.12,0.569752802,98.9,32565,16783,5,Republican,3288,6006,TX
48027,1.606501637,0.12,0.213003273,98.9,362924,224533,3,Republican,57014,67893,TX
48029,1.905896222,0.1,0.295898189,98.9,2003554,1433589,1,Democrate,448452,308618,TX
48031,1.571117258,0.1,2.320593412,98.9,11931,6837,6,Republican,1911,5443,TX
48033,0.775229358,0,0,98.9,654,204,6,Republican,16,397,TX
48035,1.211399518,0.12,0.356542681,98.9,18685,8435,6,Republican,1561,7469,TX
48037,1.059702933,0.14,0.311298193,98.9,93245,37585,4,Republican,10747,27116,TX
48039,1.547351602,0.11,0.424473099,98.9,374264,222230,2,Republican,62228,90433,TX
48041,1.363821981,0.11,0.294008577,98.9,229211,119641,4,Republican,35349,47530,TX
48043,1.567749647,0.12,0.101597305,98.9,9203,5168,6,Republican,2258,2461,TX
48045,1.177878396,0.12,0.599611902,98.9,1546,658,6,Republican,78,639,TX
48047,6.028619766,0.1,0.517411532,98.9,7093,6987,6,Democrate,1470,998,TX
48049,1.061852947,0.13,0.389948236,98.9,37864,15747,5,Republican,2107,13698,TX
48051,1.297348588,0.12,0.14607168,98.9,18443,9092,4,Republican,1788,6743,TX
48053,1.456006645,0.13,0.324265393,98.9,48155,26115,6,Republican,5639,18767,TX
48055,1.501397032,0.12,0.983739465,98.9,43664,24671,2,Republican,6672,8031,TX
48057,1.368623767,0.11,0.742743072,98.9,21290,10987,5,Republican,2148,5641,TX
48059,1.10822635,0.13,2.193215233,98.9,13943,5861,4,Republican,734,6012,TX
48061,2.203841073,0.11,0.415823217,98.9,423163,340300,3,Democrate,64063,49032,TX
48063,1.063235069,0.13,1.00442951,98.9,13094,5301,6,Republican,1394,3626,TX
48065,0.949038137,0.12,0,98.9,5926,2126,3,Republican,297,2779,TX
48067,0.933357757,0.14,0.140078599,98.9,30026,10695,6,Republican,2795,11033,TX
48069,1.163612218,0.12,1.057768924,98.9,7530,3315,6,Republican,466,1602,TX
48071,1.21427105,0.14,0.867258252,98.9,43837,21144,2,Republican,3997,17353,TX
48073,1.037704669,0.13,0.224385518,98.9,52646,20965,5,Republican,4210,15101,TX
48075,1.219682453,0.12,0.895565289,98.9,7306,3476,6,Republican,310,1943,TX
48077,1.134084615,0.13,0.607964855,98.9,10471,4661,4,Republican,614,5069,TX
48079,0.984227129,0.11,3.399929898,98.9,2853,1112,6,Republican,177,809,TX
48081,1.23235902,0.12,0,98.9,3387,1603,6,Republican,178,1586,TX
48083,0.942385321,0.13,0,98.9,8175,2974,6,Republican,451,3641,TX
48085,1.80468528,0.08,0.40335933,98.9,1034730,709867,1,Republican,230945,252318,TX
48087,0.939383562,0.12,0.170205479,98.9,2920,982,6,Republican,155,1048,TX
48089,1.368864281,0.11,0.446657051,98.9,21493,10989,6,Republican,2420,7472,TX
48091,1.68494773,0.09,0.232387378,98.9,156209,98366,2,Republican,24826,62740,TX
48093,1.200366703,0.13,0.328052805,98.9,13635,6246,6,Republican,853,5177,TX
48095,1.410124725,0.12,0,98.9,2726,1424,6,Republican,197,1058,TX
48097,1.011125385,0.13,0.573720823,98.9,41257,15795,5,Republican,3210,15596,TX
48099,1.278403181,0.13,0.095482614,98.9,75951,36933,3,Republican,7565,15438,TX
48101,0.839771102,0,0,98.9,1398,446,6,Republican,113,540,TX
48103,0.972274338,0.06,0,98.9,4797,1782,6,Republican,241,1247,TX
48105,1.252886836,0,0,98.9,3464,1642,6,Republican,344,1220,TX
48107,1.12567544,0.11,0.144674917,98.9,5737,2482,3,Republican,527,1396,TX
48109,1.392445877,0.12,0,98.9,2171,1134,6,Democrate,438,415,TX
48111,1.18635927,0.12,0.144778372,98.9,7287,3211,6,Republican,197,1389,TX
48113,1.602685774,0.11,0.280077222,98.9,2635516,1618514,1,Democrate,598576,307076,TX
48115,0.857401006,0.12,0.297297297,98.9,12728,4329,5,Republican,808,2951,TX
48117,1.120511161,0.12,0.191523779,98.9,18546,8089,5,Republican,1264,3294,TX
48119,0.923841681,0.13,0.617520165,98.9,5331,1885,6,Republican,403,2162,TX
48121,1.626231533,0.09,0.218285023,98.9,887207,552089,2,Republican,188695,222480,TX
48123,1.207738095,0.11,0.384424603,98.9,20160,9221,6,Republican,1494,6567,TX
48125,0.854816825,0,0,98.9,2211,729,6,Republican,130,853,TX
48127,2.134136705,0.11,0.524101146,98.9,10124,7117,6,Democrate,2264,1384,TX
48129,0.874313606,0.12,3.127516779,98.9,3278,1094,6,Republican,198,1438,TX
48131,1.69122524,0.11,1.194586358,98.9,11157,7015,6,Democrate,2575,2443,TX
48133,0.969553377,0.13,0.192374728,98.9,18360,6797,6,Republican,983,7237,TX
48135,1.100467444,0.11,0.393778238,98.9,166223,72283,4,Republican,11367,32697,TX
48137,2.345238095,0.11,6.541407867,98.9,1932,1689,6,Republican,168,893,TX
48139,1.41120838,0.11,0.288114226,98.9,184826,101744,2,Republican,27565,56717,TX
48141,2.318273243,0.1,0.242222111,98.9,839238,707560,3,Democrate,178126,84331,TX
48143,0.977516511,0.11,0.272846503,98.9,42698,16167,5,Republican,2916,13684,TX
48145,1.20535353,0.12,0.39185986,98.9,17297,7993,3,Republican,1899,4177,TX
48147,1.163963507,0.13,0.157233767,98.9,35514,15880,6,Republican,2655,12171,TX
48149,1.323601357,0.12,0.168152766,98.9,25346,12495,6,Republican,2661,10171,TX
48151,0.970234987,0.13,2.205744125,98.9,3830,1370,6,Republican,352,1448,TX
48153,1.18469888,0.11,0.254551821,98.9,5712,2570,6,Republican,438,1584,TX
48155,1.129004329,0.13,7.057142857,98.9,1155,486,6,Republican,99,445,TX
48157,1.927665556,0.08,0.411531278,98.9,811688,595147,2,Democrate,195552,157718,TX
48159,0.971095571,0.13,1.24979021,98.9,10725,3896,6,Republican,804,4161,TX
48161,1.003296648,0.12,0.404422579,98.9,19717,7681,6,Republican,1635,6991,TX
48163,1.726337043,0.11,0.559686792,98.9,20306,14058,6,Republican,2422,2823,TX
48165,0.543551089,0.12,0.272147776,98.9,21492,4744,6,Republican,576,5355,TX
48167,1.605443986,0.1,0.493264433,98.9,342139,209068,2,Republican,58842,93911,TX
48169,1.180927918,0,0,98.9,6229,3257,6,Republican,231,1413,TX
48171,1.469653179,0.1,0.427226916,98.9,26988,14589,5,Republican,3176,12514,TX
48173,1.082327892,0.12,5.390347764,98.9,1409,627,5,Republican,39,611,TX
48175,1.132541133,0.11,0,98.9,7658,3242,4,Republican,877,3085,TX
48177,1.308873638,0.11,0.459903057,98.9,20837,10572,6,Republican,1948,5627,TX
48179,1.067120534,0,0,98.9,21886,9002,5,Republican,829,6840,TX
48181,1.20772766,0.13,0.239193316,98.9,136212,62431,4,Republican,14506,44163,TX
48183,1.177699786,0.13,0.650159345,98.9,123945,56447,4,Republican,14796,32493,TX
48185,1.427839335,0.12,0.60533241,98.9,28880,15555,6,Republican,2833,9432,TX
48187,1.459139211,0.1,0.073096909,98.9,166847,93308,2,Republican,28805,47553,TX
48189,1.115967192,0.11,0.144135784,98.9,33406,14609,5,Republican,2279,7177,TX
48191,1.144062078,0,0,98.9,2964,1284,6,Republican,168,995,TX
48193,1.331757475,0.13,0.163101288,98.9,8461,4186,6,Republican,641,3616,TX
48195,1.080755695,0.12,0.248008891,98.9,5399,2305,6,Republican,166,1849,TX
48197,1.210780575,0.13,1.01754386,98.9,3933,1823,6,Republican,241,1330,TX
48199,0.981840908,0.13,0.254470331,98.9,57602,21880,3,Republican,3474,23858,TX
48201,1.692307235,0.11,0.304298558,98.9,4713325,3064854,1,Democrate,918193,700630,TX
48203,1.052649768,0.13,0.199735549,98.9,66553,27119,5,Republican,7908,21466,TX
48205,1.283177905,0,0,98.9,5576,2659,6,Republican,195,1868,TX
48207,0.992753623,0.13,0.45086603,98.9,5658,2181,6,Republican,353,1840,TX
48209,1.702586113,0.1,0.062891251,98.9,230191,146566,2,Democrate,59524,47680,TX
48211,1.09321812,0.12,0,98.9,3819,1596,6,Republican,206,1486,TX
48213,1.054933101,0.14,0.096208468,98.9,82737,32553,5,Republican,7060,28911,TX
48215,2.25994265,0.11,0.298014175,98.9,868707,681772,3,Democrate,128199,90527,TX
48217,1.099102295,0.12,0.36928702,98.9,36649,15183,6,Republican,2860,11926,TX
48219,1.083402111,0.11,0.509751966,98.9,23021,9779,5,Republican,1482,6536,TX
48221,1.307107052,0.11,0.400710543,98.9,61643,29660,2,Republican,5648,26496,TX
48223,1.021329954,0.13,0.346456693,98.9,37084,14682,5,Republican,3046,12719,TX
48225,1.129310345,0.14,0.208376872,98.9,22968,9663,6,Republican,2314,7060,TX
48227,0.945150556,0,0,98.9,36664,14049,5,Republican,2069,8054,TX
48229,1.730045027,0.12,0.041137945,98.9,4886,3282,3,Republican,371,779,TX
48231,1.108069457,0.11,0.262176197,98.9,98594,42666,2,Republican,8906,29163,TX
48233,0.929362881,0.12,0.386474353,98.9,20938,7421,5,Republican,965,7681,TX
48235,3.674479167,0.12,12.21158854,98.9,1536,2223,4,Republican,120,759,TX
48237,1.040738668,0.13,0.327364298,98.9,8935,3642,6,Republican,331,3418,TX
48239,1.139363144,0.11,0.206368564,98.9,14760,6626,6,Republican,1033,5231,TX
48241,0.964648597,0.14,0.27718202,98.9,35529,12997,6,Republican,2954,12542,TX
48243,1.431838171,0,0,98.9,2274,1169,6,Republican,501,784,TX
48245,1.363770795,0.12,0.169936199,98.9,251565,130360,3,Republican,46073,47570,TX
48247,1.619807692,0.11,3.598076923,98.9,5200,2997,6,Democrate,1197,833,TX
48249,1.470110172,0.1,0.112716763,98.9,40482,22089,5,Republican,6119,7453,TX
48251,1.208239249,0.13,0.192364788,98.9,175817,82119,2,Republican,16464,54628,TX
48253,1.154010855,0.13,0.162226759,98.9,20083,8742,4,Republican,999,5660,TX
48255,1.432087687,0,0,98.9,15601,8692,6,Republican,1234,3968,TX
48257,1.368553256,0.12,0.334885497,98.9,136154,72475,2,Republican,18405,37624,TX
48259,1.674685332,0.1,0.962619384,98.9,47431,29466,2,Republican,6020,20083,TX
48261,1.405940594,0,0,98.9,404,215,5,Republican,65,127,TX
48263,1.034120735,0.13,8.923884514,98.9,762,295,6,Republican,47,411,TX
48265,1.395494297,0.1,0,98.9,52600,27001,5,Republican,6524,20879,TX
48267,1.144108831,0.12,0.059949274,98.9,4337,1842,6,Republican,284,1987,TX
48269,0.529411765,0,0,98.9,272,57,6,Republican,8,151,TX
48271,1.407417507,0.11,0.110171803,98.9,3667,1939,6,Republican,446,1144,TX
48273,1.644328553,0.1,0.565254237,98.9,30680,18900,5,Republican,5314,5504,TX
48275,0.983624454,0.13,0,98.9,3664,1435,6,Republican,265,1180,TX
48277,1.052247337,0.13,0.391443872,98.9,49859,19886,5,Republican,4458,16760,TX
48279,1.159233693,0,0,98.9,12893,5603,6,Republican,840,3521,TX
48281,1.206645511,0,0,98.9,21428,9736,3,Republican,2144,8086,TX
48283,1.658776596,0.11,0.30625,98.9,7520,4739,6,Republican,1052,1335,TX
48285,1.086136747,0,0,98.9,20154,8452,6,Republican,1333,8804,TX
48287,1.239515053,0,0,98.9,17239,8072,6,Republican,1750,6255,TX
48289,0.947483337,0.12,0.09336934,98.9,17404,6280,6,Republican,1072,7523,TX
48291,1.080130131,0.14,0.180482662,98.9,88219,37810,2,Republican,5785,23302,TX
48293,0.972692751,0.12,0.014378973,98.9,23437,8796,6,Republican,2213,6789,TX
48295,0.89638107,0,0,98.9,3233,1111,6,Republican,131,1205,TX
48297,1.121651511,0.11,0.146227574,98.9,12207,5286,6,Republican,819,4199,TX
48299,1.431612755,0.14,0,98.9,21795,11144,6,Republican,2465,10079,TX
48301,0.514792899,0,0,98.9,169,33,6,Republican,4,60,TX
48303,1.281618578,0.11,0.305336334,98.9,310569,153330,3,Republican,40017,78861,TX
48305,0.996807259,0,0,98.9,5951,2295,3,Republican,428,1853,TX
48307,1.00488477,0.12,0.144413828,98.9,7984,3050,6,Republican,490,2904,TX
48309,1.365816782,0.11,0.173523028,98.9,256623,134310,3,Republican,36688,59543,TX
48311,1.144010767,0.11,0,98.9,743,334,6,Republican,53,460,TX
48313,1.104732568,0,0,98.9,14284,5951,6,Republican,1088,4169,TX
48315,1.045768216,0,0,98.9,9854,3933,6,Republican,1339,3470,TX
48317,0.815283313,0.12,0.703344308,98.9,5771,1854,4,Republican,288,1857,TX
48319,1.314459523,0,0,98.9,4274,2013,6,Republican,457,1991,TX
48321,1.216630734,0.11,0.239745654,98.9,36643,17223,5,Republican,3733,9845,TX
48323,3.145737543,0.11,0.289755117,98.9,58722,59409,5,Democrate,8332,6881,TX
48325,1.487030862,0.11,0.180113989,98.9,51584,28926,2,Republican,6773,15642,TX
48327,1.41253508,0,0,98.9,2138,1132,6,Republican,197,823,TX
48329,1.095310803,0.1,0.128082021,98.9,176832,77253,4,Republican,12329,45624,TX
48331,1.195141603,0.12,0.123151916,98.9,24823,11238,6,Republican,2496,7984,TX
48333,1.152472809,0,0,98.9,4873,2102,6,Republican,271,2217,TX
48335,0.973551785,0.13,0.02527794,98.9,8545,3073,6,Republican,397,2170,TX
48337,0.922999294,0,0,98.9,19818,6986,6,Republican,1097,8615,TX
48339,1.455602734,0.11,0.443941382,98.9,607391,340856,2,Republican,74377,193382,TX
48341,1.217144222,0.12,0.104536772,98.9,20940,9885,5,Republican,1062,4359,TX
48343,1.143364546,0,0,98.9,12388,5361,6,Republican,1669,3872,TX
48345,0.828333333,0,0,98.9,1200,340,6,Republican,46,604,TX
48347,1.227209987,0.13,0.313232317,98.9,65204,30160,5,Republican,9000,17378,TX
48349,1.187995131,0.12,0.189491749,98.9,50113,22897,5,Republican,5101,13800,TX
48351,0.664361898,0.14,0,98.9,13595,3416,3,Republican,1173,4882,TX
48353,1.10119614,0,0,98.9,14714,6176,5,Republican,1162,4131,TX
48355,1.553147444,0.1,0.303264752,98.9,362294,210302,3,Republican,60925,64617,TX
48357,0.92954453,0.12,0.151789345,98.9,9836,3798,6,Republican,302,2812,TX
48359,0.883049242,0,0,98.9,2112,734,3,Republican,81,917,TX
48361,0.960070027,0.13,0.159564008,98.9,83396,30630,3,Republican,6357,29186,TX
48363,0.973962794,0.11,0.61691048,98.9,29189,10916,5,Republican,2178,10179,TX
48365,0.970035354,0.13,0.426317151,98.9,23194,8757,6,Republican,2057,9326,TX
48367,1.198386036,0.12,0.228390655,98.9,142878,66755,2,Republican,13017,62045,TX
48369,1.05288912,0.12,0,98.9,9605,3914,6,Republican,488,2135,TX
